;regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;interior/metropolitana;Acumulados_100mil;ObitosAcumulados_100mil
2594;Sudeste;MG;Ingaí;31;313080.0;31004.0;LAVRAS;2021-02-25;8;2767.0;61;0;3;0;0.0;0.00061;3e-05
2595;Sudeste;MG;Inhapim;31;313090.0;31034.0;CARATINGA;2021-02-25;8;24140.0;1236;3;39;0;0.0;0.01236;0.00039
2596;Sudeste;MG;Inhaúma;31;313100.0;31024.0;SETE LAGOAS;2021-02-25;8;6271.0;312;0;3;0;0.0;0.00312;3e-05
2597;Sudeste;MG;Inimutaba;31;313110.0;31019.0;CURVELO;2021-02-25;8;7515.0;165;2;5;0;0.0;0.00165;5e-05
2598;Sudeste;MG;Ipaba;31;313115.0;31037.0;IPATINGA;2021-02-25;8;18607.0;975;3;29;0;0.0;0.00975;0.00029
2599;Sudeste;MG;Ipanema;31;313120.0;31059.0;MANHUACU;2021-02-25;8;19861.0;1024;26;17;0;0.0;0.01024;0.00017
2600;Sudeste;MG;Ipatinga;31;313130.0;31037.0;IPATINGA;2021-02-25;8;263410.0;19075;125;407;1;0.0;0.19075;0.00407
2601;Sudeste;MG;Ipiaçu;31;313140.0;31073.0;ITUIUTABA;2021-02-25;8;4221.0;258;0;3;0;0.0;0.00258;3e-05
2602;Sudeste;MG;Ipuiúna;31;313150.0;31007.0;POUSO ALEGRE;2021-02-25;8;10079.0;323;4;8;0;0.0;0.00323;8e-05
2603;Sudeste;MG;Iraí de Minas;31;313160.0;31074.0;PATROCINIO / MONTE CARMELO;2021-02-25;8;6987.0;323;17;5;0;0.0;0.00323;5e-05
2604;Sudeste;MG;Itabira;31;313170.0;31021.0;ITABIRA;2021-02-25;8;120060.0;8703;187;69;1;0.0;0.08703;0.00069
2605;Sudeste;MG;Itabirinha;31;313180.0;31038.0;MANTENA;2021-02-25;8;11512.0;584;0;16;0;0.0;0.00584;0.00016
2606;Sudeste;MG;Itabirito;31;313190.0;31022.0;OURO PRETO;2021-02-25;8;51875.0;8161;0;46;0;0.0;0.08161;0.00046
2607;Sudeste;MG;Itacambira;31;313200.0;31084.0;MONTES CLAROS;2021-02-25;8;5385.0;54;0;2;0;0.0;0.00054;2e-05
2608;Sudeste;MG;Itacarambi;31;313210.0;31053.0;JANUARIA;2021-02-25;8;18153.0;301;0;5;0;0.0;0.00301;5e-05
2609;Sudeste;MG;Itaguara;31;313220.0;31031.0;ITAUNA;2021-02-25;8;13358.0;713;0;10;0;1.0;0.00713;0.0001
2610;Sudeste;MG;Itaipé;31;313230.0;31067.0;PADRE PARAISO;2021-02-25;8;12760.0;257;0;1;0;0.0;0.00257;1e-05
2611;Sudeste;MG;Itajubá;31;313240.0;31003.0;ITAJUBA;2021-02-25;8;96869.0;3455;52;110;2;0.0;0.03455;0.0011
2612;Sudeste;MG;Itamarandiba;31;313250.0;31026.0;DIAMANTINA;2021-02-25;8;34735.0;475;8;5;0;0.0;0.00475;5e-05
2613;Sudeste;MG;Itamarati de Minas;31;313260.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;4355.0;133;1;1;0;0.0;0.00133;1e-05
2614;Sudeste;MG;Itambacuri;31;313270.0;31096.0;ITAMBACURI;2021-02-25;8;23211.0;386;0;10;0;0.0;0.00386;0.0001
2615;Sudeste;MG;Itambé do Mato Dentro;31;313280.0;31021.0;ITABIRA;2021-02-25;8;2081.0;34;0;2;0;0.0;0.00034;2e-05
2616;Sudeste;MG;Itamogi;31;313290.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;10192.0;462;4;21;0;0.0;0.00462;0.00021
2617;Sudeste;MG;Itamonte;31;313300.0;31008.0;SAO LOURENCO;2021-02-25;8;15579.0;679;14;12;0;0.0;0.00679;0.00012
2618;Sudeste;MG;Itanhandu;31;313310.0;31008.0;SAO LOURENCO;2021-02-25;8;15331.0;1008;3;23;0;0.0;0.01008;0.00023
2619;Sudeste;MG;Itanhomi;31;313320.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;12228.0;418;0;13;0;0.0;0.00418;0.00013
2620;Sudeste;MG;Itaobim;31;313330.0;31065.0;ITAOBIM;2021-02-25;8;21062.0;741;0;21;0;0.0;0.00741;0.00021
2621;Sudeste;MG;Itapagipe;31;313340.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;15243.0;546;13;11;0;0.0;0.00546;0.00011
2622;Sudeste;MG;Itapecerica;31;313350.0;31086.0;DIVINOPOLIS;2021-02-25;8;21762.0;551;0;10;0;0.0;0.00551;0.0001
2623;Sudeste;MG;Itapeva;31;313360.0;31007.0;POUSO ALEGRE;2021-02-25;8;9783.0;949;0;22;0;0.0;0.00949;0.00022
2624;Sudeste;MG;Itatiaiuçu;31;313370.0;31031.0;ITAUNA;2021-02-25;8;11146.0;564;0;9;0;1.0;0.00564;9e-05
2625;Sudeste;MG;Itaú de Minas;31;313375.0;31092.0;PASSOS;2021-02-25;8;16108.0;964;6;6;0;0.0;0.00964;6e-05
2626;Sudeste;MG;Itaúna;31;313380.0;31031.0;ITAUNA;2021-02-25;8;93214.0;5315;104;70;0;0.0;0.05315;0.0007
2627;Sudeste;MG;Itaverava;31;313390.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;5419.0;45;0;2;0;0.0;0.00045;2e-05
2628;Sudeste;MG;Itinga;31;313400.0;31065.0;ITAOBIM;2021-02-25;8;14990.0;105;0;7;0;0.0;0.00105;7e-05
2629;Sudeste;MG;Itueta;31;313410.0;31040.0;RESPLENDOR;2021-02-25;8;6051.0;723;1;3;0;0.0;0.00723;3e-05
2630;Sudeste;MG;Ituiutaba;31;313420.0;31073.0;ITUIUTABA;2021-02-25;8;104671.0;6297;65;149;1;0.0;0.06297;0.00149
2631;Sudeste;MG;Itumirim;31;313430.0;31004.0;LAVRAS;2021-02-25;8;6023.0;53;2;0;0;0.0;0.00053;0.0
2632;Sudeste;MG;Iturama;31;313440.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;39263.0;1914;10;37;0;0.0;0.01914;0.00037
2633;Sudeste;MG;Itutinga;31;313450.0;31004.0;LAVRAS;2021-02-25;8;3788.0;29;0;1;0;0.0;0.00029;1e-05
2634;Sudeste;MG;Jaboticatubas;31;313460.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;20143.0;782;9;17;0;1.0;0.00782;0.00017
2635;Sudeste;MG;Jacinto;31;313470.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;12326.0;574;0;5;0;0.0;0.00574;5e-05
2636;Sudeste;MG;Jacuí;31;313480.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;7686.0;387;3;10;0;0.0;0.00387;0.0001
2637;Sudeste;MG;Jacutinga;31;313490.0;31007.0;POUSO ALEGRE;2021-02-25;8;25979.0;834;0;23;1;0.0;0.00834;0.00023
2638;Sudeste;MG;Jaguaraçu;31;313500.0;31035.0;CORONEL FABRICIANO/TIMOTEO;2021-02-25;8;3133.0;185;1;7;0;0.0;0.00185;7e-05
2639;Sudeste;MG;Jaíba;31;313505.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;38909.0;823;3;12;0;0.0;0.00823;0.00012
2640;Sudeste;MG;Jampruca;31;313507.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;5404.0;105;0;2;0;0.0;0.00105;2e-05
2641;Sudeste;MG;Janaúba;31;313510.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;71648.0;2643;8;41;0;0.0;0.02643;0.00041
2642;Sudeste;MG;Januária;31;313520.0;31053.0;JANUARIA;2021-02-25;8;67742.0;727;9;18;0;0.0;0.00727;0.00018
2643;Sudeste;MG;Japaraíba;31;313530.0;31087.0;LAGOA DA PRATA/STO ANT DO MONTE;2021-02-25;8;4350.0;135;3;3;0;0.0;0.00135;3e-05
2644;Sudeste;MG;Japonvar;31;313535.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;7969.0;109;0;1;0;0.0;0.00109;1e-05
2645;Sudeste;MG;Jeceaba;31;313540.0;31078.0;CONGONHAS;2021-02-25;8;4912.0;97;1;2;0;0.0;0.00097;2e-05
2646;Sudeste;MG;Jenipapo de Minas;31;313545.0;31064.0;ARACUAI;2021-02-25;8;7692.0;53;0;0;0;0.0;0.00053;0.0
2647;Sudeste;MG;Jequeri;31;313550.0;31060.0;PONTE NOVA;2021-02-25;8;12386.0;216;3;9;0;0.0;0.00216;9e-05
2648;Sudeste;MG;Jequitaí;31;313560.0;31050.0;CORACAO DE JESUS;2021-02-25;8;7531.0;103;0;4;0;0.0;0.00103;4e-05
2649;Sudeste;MG;Jequitibá;31;313570.0;31024.0;SETE LAGOAS;2021-02-25;8;5211.0;170;2;1;0;0.0;0.0017;1e-05
2650;Sudeste;MG;Jequitinhonha;31;313580.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;25391.0;747;0;9;0;0.0;0.00747;9e-05
2651;Sudeste;MG;Jesuânia;31;313590.0;31008.0;SAO LOURENCO;2021-02-25;8;4787.0;141;5;6;0;0.0;0.00141;6e-05
2652;Sudeste;MG;Joaíma;31;313600.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;15432.0;348;5;11;0;0.0;0.00348;0.00011
2653;Sudeste;MG;Joanésia;31;313610.0;31037.0;IPATINGA;2021-02-25;8;4573.0;196;3;7;0;0.0;0.00196;7e-05
2654;Sudeste;MG;João Monlevade;31;313620.0;31023.0;JOAO MONLEVADE;2021-02-25;8;79910.0;3952;24;87;0;0.0;0.03952;0.00087
2655;Sudeste;MG;João Pinheiro;31;313630.0;31077.0;JOAO PINHEIRO;2021-02-25;8;47452.0;2050;131;23;0;0.0;0.0205;0.00023
2656;Sudeste;MG;Joaquim Felício;31;313640.0;31083.0;BOCAIUVA;2021-02-25;8;4695.0;80;0;2;0;0.0;0.0008;2e-05
2657;Sudeste;MG;Jordânia;31;313650.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;10812.0;585;6;6;0;0.0;0.00585;6e-05
2658;Sudeste;MG;José Gonçalves de Minas;31;313652.0;31027.0;TURMALINA/MINAS NOVAS/CAPELINHA;2021-02-25;8;4501.0;24;0;0;0;0.0;0.00024;0.0
2659;Sudeste;MG;José Raydan;31;313655.0;31081.0;SANTA MARIA DO SUACUI;2021-02-25;8;4995.0;131;0;0;0;0.0;0.00131;0.0
2660;Sudeste;MG;Josenópolis;31;313657.0;31051.0;FRANCISCO SA;2021-02-25;8;4867.0;358;0;3;0;0.0;0.00358;3e-05
2661;Sudeste;MG;Nova União;31;313660.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;5725.0;101;2;1;0;1.0;0.00101;1e-05
2662;Sudeste;MG;Juatuba;31;313665.0;31017.0;BETIM;2021-02-25;8;26946.0;1329;6;30;0;1.0;0.01329;0.0003
2663;Sudeste;MG;Juiz de Fora;31;313670.0;31097.0;JUIZ DE FORA;2021-02-25;8;568873.0;19020;0;796;5;0.0;0.1902;0.00796
2664;Sudeste;MG;Juramento;31;313680.0;31084.0;MONTES CLAROS;2021-02-25;8;4331.0;82;0;1;0;0.0;0.00082;1e-05
2665;Sudeste;MG;Juruaia;31;313690.0;31002.0;GUAXUPE;2021-02-25;8;10563.0;644;0;11;0;0.0;0.00644;0.00011
2666;Sudeste;MG;Juvenília;31;313695.0;31076.0;MANGA;2021-02-25;8;5724.0;171;0;3;0;0.0;0.00171;3e-05
2667;Sudeste;MG;Ladainha;31;313700.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;18111.0;244;0;3;0;0.0;0.00244;3e-05
2668;Sudeste;MG;Lagamar;31;313710.0;31057.0;PATOS DE MINAS;2021-02-25;8;7613.0;239;1;4;0;0.0;0.00239;4e-05
2669;Sudeste;MG;Lagoa da Prata;31;313720.0;31087.0;LAGOA DA PRATA/STO ANT DO MONTE;2021-02-25;8;52165.0;2160;0;40;0;0.0;0.0216;0.0004
2670;Sudeste;MG;Lagoa dos Patos;31;313730.0;31050.0;CORACAO DE JESUS;2021-02-25;8;4102.0;32;0;0;0;0.0;0.00032;0.0
2671;Sudeste;MG;Lagoa Dourada;31;313740.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;13009.0;301;0;4;0;0.0;0.00301;4e-05
2672;Sudeste;MG;Lagoa Formosa;31;313750.0;31057.0;PATOS DE MINAS;2021-02-25;8;18052.0;1273;0;22;1;0.0;0.01273;0.00022
2673;Sudeste;MG;Lagoa Grande;31;313753.0;31077.0;JOAO PINHEIRO;2021-02-25;8;9532.0;238;23;2;0;0.0;0.00238;2e-05
2674;Sudeste;MG;Lagoa Santa;31;313760.0;31025.0;VESPASIANO;2021-02-25;8;64527.0;2638;34;41;2;1.0;0.02638;0.00041
2675;Sudeste;MG;Lajinha;31;313770.0;31059.0;MANHUACU;2021-02-25;8;19923.0;1555;12;23;0;0.0;0.01555;0.00023
2676;Sudeste;MG;Lambari;31;313780.0;31008.0;SAO LOURENCO;2021-02-25;8;20814.0;745;7;10;0;0.0;0.00745;0.0001
2677;Sudeste;MG;Lamim;31;313790.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;3391.0;27;0;0;0;0.0;0.00027;0.0
2678;Sudeste;MG;Laranjal;31;313800.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;6810.0;244;0;10;0;0.0;0.00244;0.0001
2679;Sudeste;MG;Lassance;31;313810.0;31055.0;PIRAPORA;2021-02-25;8;6512.0;100;0;1;0;0.0;0.001;1e-05
2680;Sudeste;MG;Lavras;31;313820.0;31004.0;LAVRAS;2021-02-25;8;103773.0;1626;14;46;0;0.0;0.01626;0.00046
2681;Sudeste;MG;Leandro Ferreira;31;313830.0;31032.0;PARA DE MINAS;2021-02-25;8;3229.0;100;0;4;0;0.0;0.001;4e-05
2682;Sudeste;MG;Leme do Prado;31;313835.0;31027.0;TURMALINA/MINAS NOVAS/CAPELINHA;2021-02-25;8;4918.0;46;0;0;0;0.0;0.00046;0.0
2683;Sudeste;MG;Leopoldina;31;313840.0;31044.0;LEOPOLDINA / CATAGUASES;2021-02-25;8;52587.0;2645;21;62;0;0.0;0.02645;0.00062
2684;Sudeste;MG;Liberdade;31;313850.0;31090.0;LIMA DUARTE;2021-02-25;8;5069.0;39;0;0;0;0.0;0.00039;0.0
2685;Sudeste;MG;Lima Duarte;31;313860.0;31090.0;LIMA DUARTE;2021-02-25;8;16698.0;368;3;18;0;0.0;0.00368;0.00018
2686;Sudeste;MG;Limeira do Oeste;31;313862.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;7536.0;387;4;5;0;0.0;0.00387;5e-05
2687;Sudeste;MG;Lontra;31;313865.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;9661.0;111;5;5;0;0.0;0.00111;5e-05
2688;Sudeste;MG;Luisburgo;31;313867.0;31059.0;MANHUACU;2021-02-25;8;6266.0;211;0;11;0;0.0;0.00211;0.00011
2689;Sudeste;MG;Luislândia;31;313868.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;6699.0;80;0;1;0;0.0;0.0008;1e-05
2690;Sudeste;MG;Luminárias;31;313870.0;31004.0;LAVRAS;2021-02-25;8;5446.0;58;0;6;0;0.0;0.00058;6e-05
2691;Sudeste;MG;Luz;31;313880.0;31028.0;BOM DESPACHO;2021-02-25;8;18215.0;435;2;10;0;0.0;0.00435;0.0001
2692;Sudeste;MG;Machacalis;31;313890.0;31062.0;AGUAS FORMOSAS;2021-02-25;8;7111.0;363;1;4;0;0.0;0.00363;4e-05
2693;Sudeste;MG;Machado;31;313900.0;31001.0;ALFENAS / MACHADO;2021-02-25;8;42133.0;855;17;17;0;0.0;0.00855;0.00017
2694;Sudeste;MG;Madre de Deus de Minas;31;313910.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;5098.0;174;0;2;0;0.0;0.00174;2e-05
2695;Sudeste;MG;Malacacheta;31;313920.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;18650.0;528;1;3;0;0.0;0.00528;3e-05
2696;Sudeste;MG;Mamonas;31;313925.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;6543.0;174;0;1;0;0.0;0.00174;1e-05
2697;Sudeste;MG;Manga;31;313930.0;31076.0;MANGA;2021-02-25;8;18407.0;480;0;5;0;0.0;0.0048;5e-05
2698;Sudeste;MG;Manhuaçu;31;313940.0;31059.0;MANHUACU;2021-02-25;8;90229.0;4151;19;113;0;0.0;0.04151;0.00113
2699;Sudeste;MG;Manhumirim;31;313950.0;31059.0;MANHUACU;2021-02-25;8;22707.0;1156;3;23;0;0.0;0.01156;0.00023
2700;Sudeste;MG;Mantena;31;313960.0;31038.0;MANTENA;2021-02-25;8;27644.0;1777;2;44;0;0.0;0.01777;0.00044
2701;Sudeste;MG;Maravilhas;31;313970.0;31024.0;SETE LAGOAS;2021-02-25;8;7976.0;330;0;3;0;0.0;0.0033;3e-05
2702;Sudeste;MG;Mar de Espanha;31;313980.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;12814.0;644;13;18;0;0.0;0.00644;0.00018
2703;Sudeste;MG;Maria da Fé;31;313990.0;31003.0;ITAJUBA;2021-02-25;8;14095.0;231;0;11;0;0.0;0.00231;0.00011
2704;Sudeste;MG;Mariana;31;314000.0;31022.0;OURO PRETO;2021-02-25;8;60724.0;5033;0;35;0;0.0;0.05033;0.00035
2705;Sudeste;MG;Marilac;31;314010.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;4115.0;129;2;5;0;0.0;0.00129;5e-05
2706;Sudeste;MG;Mário Campos;31;314015.0;31017.0;BETIM;2021-02-25;8;15416.0;374;2;16;0;1.0;0.00374;0.00016
2707;Sudeste;MG;Maripá de Minas;31;314020.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;2973.0;129;2;2;0;0.0;0.00129;2e-05
2708;Sudeste;MG;Marliéria;31;314030.0;31035.0;CORONEL FABRICIANO/TIMOTEO;2021-02-25;8;4039.0;121;14;6;0;0.0;0.00121;6e-05
2709;Sudeste;MG;Marmelópolis;31;314040.0;31003.0;ITAJUBA;2021-02-25;8;2755.0;18;0;0;0;0.0;0.00018;0.0
2710;Sudeste;MG;Martinho Campos;31;314050.0;31028.0;BOM DESPACHO;2021-02-25;8;13388.0;381;0;8;0;0.0;0.00381;8e-05
2711;Sudeste;MG;Martins Soares;31;314053.0;31059.0;MANHUACU;2021-02-25;8;8417.0;92;0;6;0;0.0;0.00092;6e-05
2712;Sudeste;MG;Mata Verde;31;314055.0;31094.0;ALMENARA/JACINTO;2021-02-25;8;8586.0;352;0;6;0;0.0;0.00352;6e-05
2713;Sudeste;MG;Materlândia;31;314060.0;31020.0;GUANHAES;2021-02-25;8;4459.0;77;1;1;0;0.0;0.00077;1e-05
2714;Sudeste;MG;Mateus Leme;31;314070.0;31017.0;BETIM;2021-02-25;8;31086.0;1095;10;27;0;1.0;0.01095;0.00027
2715;Sudeste;MG;Matias Barbosa;31;314080.0;31097.0;JUIZ DE FORA;2021-02-25;8;14468.0;794;2;18;0;0.0;0.00794;0.00018
2716;Sudeste;MG;Matias Cardoso;31;314085.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;11157.0;111;0;5;0;0.0;0.00111;5e-05
2717;Sudeste;MG;Matipó;31;314090.0;31059.0;MANHUACU;2021-02-25;8;18908.0;620;5;14;0;0.0;0.0062;0.00014
2718;Sudeste;MG;Mato Verde;31;314100.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;12459.0;338;7;4;0;0.0;0.00338;4e-05
2719;Sudeste;MG;Matozinhos;31;314110.0;31025.0;VESPASIANO;2021-02-25;8;37820.0;1267;0;22;0;1.0;0.01267;0.00022
2720;Sudeste;MG;Matutina;31;314120.0;31082.0;SAO GOTARDO;2021-02-25;8;3749.0;123;1;5;1;0.0;0.00123;5e-05
2721;Sudeste;MG;Medeiros;31;314130.0;31030.0;FORMIGA;2021-02-25;8;3802.0;101;0;2;0;0.0;0.00101;2e-05
2722;Sudeste;MG;Medina;31;314140.0;31065.0;ITAOBIM;2021-02-25;8;20820.0;625;3;14;0;0.0;0.00625;0.00014
2723;Sudeste;MG;Mendes Pimentel;31;314150.0;31038.0;MANTENA;2021-02-25;8;6446.0;388;0;6;0;0.0;0.00388;6e-05
2724;Sudeste;MG;Mercês;31;314160.0;31048.0;UBA;2021-02-25;8;10739.0;456;0;9;0;0.0;0.00456;9e-05
2725;Sudeste;MG;Mesquita;31;314170.0;31037.0;IPATINGA;2021-02-25;8;5605.0;135;0;2;0;0.0;0.00135;2e-05
2726;Sudeste;MG;Minas Novas;31;314180.0;31027.0;TURMALINA/MINAS NOVAS/CAPELINHA;2021-02-25;8;31484.0;283;1;9;0;0.0;0.00283;9e-05
2727;Sudeste;MG;Minduri;31;314190.0;31008.0;SAO LOURENCO;2021-02-25;8;3894.0;34;0;0;0;0.0;0.00034;0.0
2728;Sudeste;MG;Mirabela;31;314200.0;31084.0;MONTES CLAROS;2021-02-25;8;13589.0;218;0;4;0;0.0;0.00218;4e-05
2729;Sudeste;MG;Miradouro;31;314210.0;31045.0;MURIAE;2021-02-25;8;10754.0;392;0;4;0;0.0;0.00392;4e-05
2730;Sudeste;MG;Miraí;31;314220.0;31045.0;MURIAE;2021-02-25;8;15014.0;712;0;6;0;0.0;0.00712;6e-05
2731;Sudeste;MG;Miravânia;31;314225.0;31076.0;MANGA;2021-02-25;8;4888.0;10;0;0;0;0.0;0.0001;0.0
2732;Sudeste;MG;Moeda;31;314230.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;4919.0;218;1;6;0;0.0;0.00218;6e-05
2733;Sudeste;MG;Moema;31;314240.0;31028.0;BOM DESPACHO;2021-02-25;8;7517.0;524;0;9;0;0.0;0.00524;9e-05
2734;Sudeste;MG;Monjolos;31;314250.0;31019.0;CURVELO;2021-02-25;8;2220.0;14;0;0;0;0.0;0.00014;0.0
2735;Sudeste;MG;Monsenhor Paulo;31;314260.0;31012.0;VARGINHA;2021-02-25;8;8688.0;171;0;0;0;0.0;0.00171;0.0
2736;Sudeste;MG;Montalvânia;31;314270.0;31076.0;MANGA;2021-02-25;8;14877.0;437;1;9;0;0.0;0.00437;9e-05
2737;Sudeste;MG;Monte Alegre de Minas;31;314280.0;31075.0;UBERLANDIA / ARAGUARI;2021-02-25;8;21120.0;1042;3;19;0;0.0;0.01042;0.00019
2738;Sudeste;MG;Monte Azul;31;314290.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;20854.0;806;6;15;0;0.0;0.00806;0.00015
2739;Sudeste;MG;Monte Belo;31;314300.0;31002.0;GUAXUPE;2021-02-25;8;13166.0;345;2;15;0;0.0;0.00345;0.00015
2740;Sudeste;MG;Monte Carmelo;31;314310.0;31074.0;PATROCINIO / MONTE CARMELO;2021-02-25;8;47809.0;2288;0;45;2;0.0;0.02288;0.00045
2741;Sudeste;MG;Monte Formoso;31;314315.0;31065.0;ITAOBIM;2021-02-25;8;4906.0;99;0;2;0;0.0;0.00099;2e-05
2742;Sudeste;MG;Monte Santo de Minas;31;314320.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;21524.0;364;0;10;0;0.0;0.00364;0.0001
2743;Sudeste;MG;Montes Claros;31;314330.0;31084.0;MONTES CLAROS;2021-02-25;8;409341.0;18452;425;282;3;0.0;0.18452;0.00282
2744;Sudeste;MG;Monte Sião;31;314340.0;31007.0;POUSO ALEGRE;2021-02-25;8;23803.0;1188;29;14;0;0.0;0.01188;0.00014
2745;Sudeste;MG;Montezuma;31;314345.0;31085.0;TAIOBEIRAS;2021-02-25;8;8249.0;114;0;0;0;0.0;0.00114;0.0
2746;Sudeste;MG;Morada Nova de Minas;31;314350.0;31024.0;SETE LAGOAS;2021-02-25;8;8863.0;216;0;3;0;0.0;0.00216;3e-05
2747;Sudeste;MG;Morro da Garça;31;314360.0;31019.0;CURVELO;2021-02-25;8;2462.0;39;0;3;0;0.0;0.00039;3e-05
2748;Sudeste;MG;Morro do Pilar;31;314370.0;31021.0;ITABIRA;2021-02-25;8;3182.0;96;0;2;0;0.0;0.00096;2e-05
2749;Sudeste;MG;Munhoz;31;314380.0;31007.0;POUSO ALEGRE;2021-02-25;8;6029.0;226;0;6;0;0.0;0.00226;6e-05
2750;Sudeste;MG;Muriaé;31;314390.0;31045.0;MURIAE;2021-02-25;8;108763.0;7277;11;123;0;0.0;0.07277;0.00123
2751;Sudeste;MG;Mutum;31;314400.0;31059.0;MANHUACU;2021-02-25;8;26979.0;873;6;15;0;0.0;0.00873;0.00015
2752;Sudeste;MG;Muzambinho;31;314410.0;31002.0;GUAXUPE;2021-02-25;8;20569.0;552;0;4;0;0.0;0.00552;4e-05
2753;Sudeste;MG;Nacip Raydan;31;314420.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;3220.0;130;0;7;0;0.0;0.0013;7e-05
2754;Sudeste;MG;Nanuque;31;314430.0;31066.0;NANUQUE;2021-02-25;8;40750.0;2592;6;70;0;0.0;0.02592;0.0007
2755;Sudeste;MG;Naque;31;314435.0;31037.0;IPATINGA;2021-02-25;8;6996.0;316;0;10;0;0.0;0.00316;0.0001
2756;Sudeste;MG;Natalândia;31;314437.0;31058.0;UNAI;2021-02-25;8;3311.0;47;2;1;0;0.0;0.00047;1e-05
2757;Sudeste;MG;Natércia;31;314440.0;31007.0;POUSO ALEGRE;2021-02-25;8;4730.0;167;0;2;0;0.0;0.00167;2e-05
2758;Sudeste;MG;Nazareno;31;314450.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;8608.0;137;0;3;0;0.0;0.00137;3e-05
2759;Sudeste;MG;Nepomuceno;31;314460.0;31004.0;LAVRAS;2021-02-25;8;26769.0;585;7;14;0;0.0;0.00585;0.00014
2760;Sudeste;MG;Ninheira;31;314465.0;31085.0;TAIOBEIRAS;2021-02-25;8;10295.0;190;6;2;0;0.0;0.0019;2e-05
2761;Sudeste;MG;Nova Belém;31;314467.0;31038.0;MANTENA;2021-02-25;8;3190.0;136;3;7;0;0.0;0.00136;7e-05
2762;Sudeste;MG;Nova Era;31;314470.0;31023.0;JOAO MONLEVADE;2021-02-25;8;17578.0;640;10;17;0;0.0;0.0064;0.00017
2763;Sudeste;MG;Nova Lima;31;314480.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;94889.0;11122;79;85;0;1.0;0.11122;0.00085
2764;Sudeste;MG;Nova Módica;31;314490.0;31096.0;ITAMBACURI;2021-02-25;8;3600.0;149;0;2;0;0.0;0.00149;2e-05
2765;Sudeste;MG;Nova Ponte;31;314500.0;31075.0;UBERLANDIA / ARAGUARI;2021-02-25;8;15545.0;607;12;12;0;0.0;0.00607;0.00012
2766;Sudeste;MG;Nova Porteirinha;31;314505.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;7500.0;147;0;2;0;0.0;0.00147;2e-05
2767;Sudeste;MG;Nova Resende;31;314510.0;31092.0;PASSOS;2021-02-25;8;16723.0;584;5;11;0;0.0;0.00584;0.00011
2768;Sudeste;MG;Nova Serrana;31;314520.0;31032.0;PARA DE MINAS;2021-02-25;8;102693.0;2236;15;75;0;0.0;0.02236;0.00075
2769;Sudeste;MG;Novo Cruzeiro;31;314530.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;31331.0;1073;2;18;0;0.0;0.01073;0.00018
